,Country Name,Country Code,Year,Access to electricity (% of population),Adjusted net national income (annual % growth),Age dependency ratio (% of working-age population),Agricultural land (% of land area),"Air transport, passengers carried",Broad money (% of GDP),CO2 emissions (kt),Cereal production (metric tons),Consumer price index (2010 = 100),Current account balance (% of GDP),Electric power consumption (kWh per capita),"Employers, total (% of total employment) (modeled ILO estimate)",Forest area (% of land area),GDP per capita (current US$),GDP per capita growth (annual %),GNI per capita growth (annual %),Gross capital formation (% of GDP),Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Mortality rate, under-5 (per 1,000 live births)","People using at least basic sanitation services, urban (% of urban population)",Population ages 15-64 (% of total population),Population growth (annual %),"Unemployment, total (% of total labor force) (national estimate)",Urban population
0,Brazil,BRA,2000,94.3640060424805,4.53562899001925,54.2908970868825,27.3175012622426,31287784.0,46.4865878068579,312670.0,46527202.0,52.5315827425714,-3.80802596959523,1897.3531483339,4.46999979019165,65.9343586013156,3749.91084752888,2.91182643514742,5.43704427288552,18.90311926897,2.870685159,7.04414105947266,67.81,34.7,81.60987759,64.8126378151104,1.42416744229362,,141915772.0
1,Brazil,BRA,2001,96.016528,0.929025385844469,53.4421557461506,27.3299083288866,34285574.0,58.6361717166178,319560.0,57125393.0,56.1249316036127,-4.23565868067802,1747.93963100227,4.38000011444092,65.4616708980706,3160.24934491441,0.0133708606751668,-0.347340947278369,18.7418602932515,4.528494869,6.84035902487525,68.09,32.5,82.2280905,65.1711386304347,1.36695595542708,9.60999965667725,144508695.0
2,Brazil,BRA,2002,96.652996,3.68939604422458,52.5779174096593,27.3423153955306,35889538.0,55.0049821725667,317280.0,50875594.0,60.8675805806435,-1.59720040162055,1806.66968430883,4.40999984741211,64.9889831948257,2839.49150108966,1.70947096619183,1.55715833782007,17.4490794845037,9.149425086,8.4501643770833,68.94,30.4,82.84718348,65.5402837245385,1.31274754952678,9.36999988555908,147005324.0
3,Brazil,BRA,2003,96.980098,1.09003806689481,51.7232540316151,27.3547224621746,32372040.0,56.5263637979904,309350.0,67454329.0,69.8241962003048,0.642666420591096,1882.2640283351,4.34000015258789,64.5162954915806,3070.43641941942,-0.122933723843431,0.0757464922485553,16.856688397799,13.2075861,14.7149197228147,69.06,28.4,83.46715652,65.9094747029532,1.25737996705435,9.98999977111816,149452653.0
4,Brazil,BRA,2004,96.765107,5.2297307360122,50.8902180700992,27.3671295288186,35263795.0,56.3320651091777,326760.0,63953364.0,74.430627668128,1.65737319874836,1956.1593806705,4.23999977111816,64.0436077883357,3637.3138901512,4.49707706267368,4.71793811637593,17.9125683419389,19.07367227,6.59718509985962,69.96,26.5,84.08800963,66.2733482740752,1.20129414101631,9.10999965667725,151843987.0
5,Brazil,BRA,2005,97.093513,3.40332120278386,50.0762423027583,27.3795365954626,37661733.0,60.1330444597422,330510.0,55670925.0,79.5436673306746,1.55258195565052,2015.79986940967,4.3899998664856,63.5709200850907,4790.45656586131,2.02630422889041,2.08408641605298,17.2048834606779,21.02274725,6.86953720898965,70.71,24.8,84.70974279,66.6327982335813,1.14588477164177,9.56999969482422,154176529.0
6,Brazil,BRA,2006,97.594314,4.91329442858977,49.2414514306109,27.3925777744809,40945038.0,63.249779465788,333980.0,59148978.0,82.8714308457339,1.18171449177926,2072.36268025729,4.6100001335144,63.0982323818457,5886.39152194816,2.83475848402813,3.22315270704409,17.8164739011777,28.17838018,4.18356812896902,70.3,23.2,85.33235602,67.0055129009731,1.09019257285986,8.64000034332275,156447982.0
7,Brazil,BRA,2007,98.125382,5.7048957073771,48.4596536868299,27.4788170573836,45286990.0,68.3591986203862,351520.0,69441634.0,85.8890058743968,0.0303904212556401,2167.60656085352,3.86999988555908,62.6255446786007,7348.18796290712,4.97470189602738,5.38492826147461,19.8193259878843,30.88,3.64127299102654,70.17,21.8,85.95584931,67.3583682756159,1.03786468320243,8.32999992370605,158660054.0
8,Brazil,BRA,2008,98.526625,4.10470364931568,47.7154460488446,27.5650563402862,58763225.0,70.4894529683896,372160.0,79745466.0,90.7662937251917,-1.82417504958833,2229.84529915118,4.61999988555908,62.1528569753558,8831.18364277674,4.05441066380965,3.7143138682779,21.6193828352979,33.83,5.67859390284171,70.23,20.6,86.58022266,67.6977274041696,0.994310571973971,7.34000015258789,160823508.0
9,Brazil,BRA,2009,98.856938,4.7748104244253,46.9917882807018,27.6512956231889,67945578.0,76.0904194368971,350830.0,70914791.0,95.2029817480311,-1.58541792660829,2197.12558127756,4.42000007629395,61.6801692721108,8597.79433526264,-1.08194236869856,-0.90512281125379,18.7961350458887,39.22,4.88803479876804,70.63,19.5,87.20547607,68.0310112140449,0.961946715342144,8.52000045776367,162949974.0
10,Brazil,BRA,2010,99.3521728515625,5.15543340344016,46.2933000520452,27.7375349060916,74627064.0,74.2193801418355,397730.0,75160152.0,100.0,-3.58726887840791,2374.1166283676,3.9300000667572,61.2074815688658,11286.071540212,6.52437005565609,5.57204174476156,21.8013215651568,40.65,5.03872690108066,69.65,18.6,87.83160955,68.3558301903697,0.937959306704135,,165055096.0
